01,A,0.0
01,B,0.0
01,C,0.0
01,D,0.0
01,E,0.0
01,F,0.0
01,G,0.0
01,H,0.0
01,I,0.0
01,J,0.0
01,K,0.0
01,L,0.0
01,M,0.0
01,N,0.0
01,O,0.0
01,P,0.0
01,Q,0.0
01,R,0.0
01,S,0.0
01,T,0.0
02,A,0.0
02,B,0.0
02,C,0.0
02,D,0.0
02,E,0.0
02,F,0.0
02,G,0.0
02,H,0.0
02,I,0.0
02,J,0.0
02,K,0.0
02,L,0.0
02,M,0.0
02,N,0.0
02,O,0.0
02,P,0.0
02,Q,0.0
02,R,0.0
02,S,0.0
02,T,0.0
03,A,0.0
03,B,0.0
03,C,0.0
03,D,0.0
03,E,0.0
03,F,0.0
03,G,0.0
03,H,0.0
03,I,0.0
03,J,0.0
03,K,0.0
03,L,0.0
03,M,0.0
03,N,0.0
03,O,0.0
03,P,0.0
03,Q,0.0
03,R,0.0
03,S,0.0
03,T,0.0
04,A,0.0
04,B,0.0
04,C,0.0
04,D,0.0
04,E,0.0
04,F,0.0
04,G,0.0
04,H,0.0
04,I,0.0
04,J,0.0
04,K,0.0
04,L,0.0
04,M,0.0
04,N,0.0
04,O,0.0
04,P,0.0
04,Q,0.0
04,R,0.0
04,S,0.0
04,T,0.0
05,A,0.0
05,B,0.0
05,C,0.0
05,D,0.0
05,E,0.0
05,F,0.0
05,G,0.0
05,H,0.0
05,I,0.0
05,J,0.0
05,K,0.0
05,L,0.0
05,M,0.0
05,N,0.0
05,O,0.0
05,P,0.0
05,Q,0.0
05,R,0.0
05,S,0.0
05,T,0.0
06,A,0.0
06,B,0.0
06,C,0.0
06,D,0.0
06,E,0.0
06,F,0.0
06,G,0.0
06,H,0.0
06,I,0.0
06,J,0.0
06,K,0.0
06,L,0.0
06,M,0.0
06,N,0.0
06,O,0.0
06,P,0.0
06,Q,0.0
06,R,0.0
06,S,0.0
06,T,0.0
07,A,0.0
07,B,0.0
07,C,0.0
07,D,0.0
07,E,0.0
07,F,0.0
07,G,0.0
07,H,0.0
07,I,0.0
07,J,0.0
07,K,0.0
07,L,0.0
07,M,0.0
07,N,0.0
07,O,0.0
07,P,0.0
07,Q,0.0
07,R,0.0
07,S,0.0
07,T,0.0
08,A,0.0
08,B,0.0
08,C,0.0
08,D,0.0
08,E,0.0
08,F,0.0
08,G,0.0
08,H,0.0
08,I,0.0
08,J,0.0
08,K,0.0
08,L,0.0
08,M,0.0
08,N,0.0
08,O,0.0
08,P,0.0
08,Q,0.0
08,R,0.0
08,S,0.0
08,T,0.0
09,A,0.0
09,B,0.0
09,C,0.0
09,D,0.0
09,E,0.0
09,F,0.0
09,G,0.0
09,H,0.0
09,I,0.0
09,J,0.0
09,K,0.0
09,L,0.0
09,M,0.0
09,N,0.0
09,O,0.0
09,P,0.0
09,Q,0.0
09,R,0.0
09,S,0.0
09,T,0.0
10,A,0.0
10,B,0.0
10,C,0.0
10,D,0.0
10,E,0.0
10,F,0.0
10,G,0.0
10,H,0.0
10,I,0.0
10,J,0.0
10,K,0.0
10,L,0.0
10,M,0.0
10,N,0.0
10,O,0.0
10,P,0.0
10,Q,0.0
10,R,0.0
10,S,0.0
10,T,0.0
11,A,0.0
11,B,0.0
11,C,0.0
11,D,0.0
11,E,0.0
11,F,0.0
11,G,0.0
11,H,0.0
11,I,0.0
11,J,0.0
11,K,0.0
11,L,0.0
11,M,0.0
11,N,0.0
11,O,0.0
11,P,0.0
11,Q,0.0
11,R,0.0
11,S,0.0
11,T,0.0
12,A,0.0
12,B,0.0
12,C,0.0
12,D,0.0
12,E,0.0
12,F,0.0
12,G,0.0
12,H,0.0
12,I,0.0
12,J,0.0
12,K,0.0
12,L,0.0
12,M,0.0
12,N,0.0
12,O,0.0
12,P,0.0
12,Q,0.0
12,R,0.0
12,S,0.0
12,T,0.0
13,A,0.0
13,B,0.0
13,C,0.0
13,D,0.0
13,E,0.0
13,F,0.0
13,G,0.0
13,H,0.0
13,I,0.0
13,J,0.0
13,K,0.0
13,L,0.0
13,M,0.0
13,N,0.0
13,O,0.0
13,P,0.0
13,Q,0.0
13,R,0.0
13,S,0.0
13,T,0.0
14,A,0.0
14,B,0.0
14,C,0.0
14,D,0.0
14,E,0.0
14,F,0.0
14,G,0.0
14,H,0.0
14,I,0.0
14,J,0.0
14,K,0.0
14,L,0.0
14,M,0.0
14,N,0.0
14,O,0.0
14,P,0.0
14,Q,0.0
14,R,0.0
14,S,0.0
14,T,0.0
15,A,0.0
15,B,0.0
15,C,0.0
15,D,0.0
15,E,0.0
15,F,0.0
15,G,0.0
15,H,0.0
15,I,0.0
15,J,0.0
15,K,0.0
15,L,0.0
15,M,0.0
15,N,0.0
15,O,0.0
15,P,0.0
15,Q,0.0
15,R,0.0
15,S,0.0
15,T,0.0
16,A,0.0
16,B,0.0
16,C,0.0
16,D,0.0
16,E,0.0
16,F,0.0
16,G,0.0
16,H,0.0
16,I,0.0
16,J,0.0
16,K,0.0
16,L,0.0
16,M,0.0
16,N,0.0
16,O,0.0
16,P,0.0
16,Q,0.0
16,R,0.0
16,S,0.0
16,T,0.0
17,A,0.0
17,B,0.0
17,C,0.0
17,D,0.0
17,E,0.0
17,F,0.0
17,G,0.0
17,H,0.0
17,I,0.0
17,J,0.0
17,K,0.0
17,L,0.0
17,M,0.0
17,N,0.0
17,O,0.0
17,P,0.0
17,Q,0.0
17,R,0.0
17,S,0.0
17,T,0.0
18,A,0.0
18,B,0.0
18,C,0.0
18,D,0.0
18,E,0.0
18,F,0.0
18,G,0.0
18,H,0.0
18,I,0.0
18,J,0.0
18,K,0.0
18,L,0.0
18,M,0.0
18,N,0.0
18,O,0.0
18,P,0.0
18,Q,0.0
18,R,0.0
18,S,0.0
18,T,0.0
